ID,Prob1
319, 0.39
320, 0.34
321, 0.25
322, 0.16
323, 0.29
324, 0.26
325, 0.16
326, 0.21
327, 0.34
328, 0.22
329, 0.33
330, 0.75
331, 0.29
332, 0.34
333, 0.21
334, 0.39
335, 0.27
336, 0.26
337, 0.26
338, 0.38
339, 0.29
340, 0.38
341, 0.41
342, 0.34
343, 0.29
344, 0.09
345, 0.29
346, 0.16
347, 0.25
348, 0.33
349, 0.20
350, 0.33
351, 0.31
352, 0.31
353, 0.21
354, 0.23
355, 0.16
356, 0.49
357, 0.43
358, 0.28
359, 0.21
360, 0.31
361, 0.59
362, 0.21
363, 0.49
364, 0.21
365, 0.60
366, 0.46
367, 0.25
368, 0.26
369, 0.47
370, 0.39
371, 0.27
372, 0.44
373, 0.25
374, 0.31
375, 0.38
376, 0.59
377, 0.38
378, 0.21
379, 0.45
380, 0.60
381, 0.22
382, 0.25
383, 0.16
384, 0.45
385, 0.25
386, 0.26
387, 0.34
388, 0.29
389, 0.66
390, 0.29
391, 0.22
392, 0.35
393, 0.71
394, 0.40
395, 0.16
396, 0.27
397, 0.08
398, 0.29
399, 0.25
400, 0.28
401, 0.38
402, 0.54
403, 0.16
404, 0.38
405, 0.32
406, 0.21
407, 0.29
408, 0.29
409, 0.36
410, 0.22
411, 0.32
412, 0.25
413, 0.59
414, 0.21
415, 0.31
416, 0.26
417, 0.49
418, 0.16
419, 0.33
420, 0.71
421, 0.58
422, 0.35
423, 0.45
424, 0.29
425, 0.27
426, 0.21
427, 0.21
428, 0.26
429, 0.71
430, 0.34
431, 0.53
432, 0.16
433, 0.49
434, 0.28
435, 0.31
436, 0.38
437, 0.29
438, 0.62
439, 0.29
440, 0.45
441, 0.34
442, 0.32
443, 0.22
444, 0.40
445, 0.22
446, 0.31
447, 0.09
448, 0.28
449, 0.26
450, 0.80
451, 0.09
452, 0.21
453, 0.59
454, 0.32
455, 0.72
456, 0.36
457, 0.29
458, 0.33
459, 0.31
460, 0.25
461, 0.38
462, 0.21
463, 0.60
464, 0.16
465, 0.28
466, 0.64
467, 0.47
468, 0.16
469, 0.29
470, 0.38
471, 0.38
472, 0.39
473, 0.34
474, 0.29
475, 0.22
476, 0.21
477, 0.25
478, 0.23
479, 0.38
480, 0.22
481, 0.22
482, 0.20
483, 0.38
484, 0.59
485, 0.72
486, 0.26
487, 0.41
488, 0.38
489, 0.16
490, 0.09
491, 0.46
492, 0.31
493, 0.29
494, 0.29
495, 0.32
496, 0.29
497, 0.31
498, 0.53
499, 0.27
500, 0.27
501, 0.25
502, 0.71
503, 0.33
504, 0.29
505, 0.40
506, 0.22
507, 0.43
508, 0.22
509, 0.17
510, 0.16
511, 0.33
512, 0.26
513, 0.45
514, 0.25
515, 0.38
516, 0.45
517, 0.45
518, 0.80
519, 0.29
520, 0.25
521, 0.59
522, 0.41
523, 0.34
524, 0.39
525, 0.62
526, 0.72
527, 0.49
528, 0.16
529, 0.21
530, 0.29
531, 0.17
532, 0.20
533, 0.21
534, 0.41
535, 0.22
536, 0.36
537, 0.21
538, 0.32
539, 0.33
540, 0.27
541, 0.59
542, 0.26
543, 0.57
544, 0.25
545, 0.59
546, 0.16
547, 0.16
548, 0.16
549, 0.26
550, 0.20
551, 0.29
552, 0.21
553, 0.38
554, 0.16
555, 0.29
556, 0.62
557, 0.38
558, 0.35
559, 0.71
560, 0.22
561, 0.22
562, 0.31
563, 0.22
564, 0.36
565, 0.21
566, 0.27
567, 0.22
568, 0.39
569, 0.59
570, 0.22
571, 0.45
572, 0.16
573, 0.32
574, 0.60
575, 0.38
576, 0.34
577, 0.26
578, 0.16
579, 0.21
580, 0.27
581, 0.59
582, 0.33
583, 0.28
584, 0.32
585, 0.21
586, 0.21
587, 0.16
588, 0.45
589, 0.27
590, 0.76
591, 0.16
592, 0.29
593, 0.55
594, 0.49
595, 0.16
596, 0.45
597, 0.49
598, 0.38
599, 0.66
600, 0.45
601, 0.38
602, 0.26
603, 0.25
604, 0.31
605, 0.31
606, 0.38
607, 0.22
608, 0.32
609, 0.34
610, 0.51
611, 0.47
612, 0.25
613, 0.16
614, 0.45
615, 0.45
616, 0.60
617, 0.32
618, 0.71
619, 0.21
620, 0.31
621, 0.22
622, 0.72
623, 0.49
624, 0.16
625, 0.32
626, 0.08
627, 0.38
628, 0.23
629, 0.31
630, 0.25
631, 0.25
632, 0.59
633, 0.40
634, 0.71
635, 0.38
636, 0.59
637, 0.66
638, 0.21
639, 0.34
640, 0.16
641, 0.21
642, 0.35
643, 0.20
644, 0.22
645, 0.61
646, 0.38
647, 0.23
648, 0.22
649, 0.49
650, 0.26
651, 0.27
652, 0.47
653, 0.34
654, 0.49
655, 0.40
656, 0.38
657, 0.34
658, 0.09
659, 0.39
660, 0.59
661, 0.31
662, 0.16
663, 0.29
664, 0.49
665, 0.33
666, 0.26
667, 0.22
668, 0.38
669, 0.21
670, 0.22
671, 0.39
672, 0.38
673, 0.31
674, 0.21
675, 0.25
676, 0.38
677, 0.27
678, 0.16
679, 0.45
680, 0.27
681, 0.40
682, 0.16
683, 0.16
684, 0.16
685, 0.40
686, 0.09
687, 0.21
688, 0.25
689, 0.21
690, 0.31
691, 0.72
692, 0.35
693, 0.29
694, 0.29
695, 0.27
696, 0.16
697, 0.21
698, 0.80
699, 0.29
700, 0.34
701, 0.29
702, 0.71
703, 0.71
704, 0.35
705, 0.62
706, 0.47
707, 0.22
708, 0.38
709, 0.38
710, 0.80
711, 0.21
712, 0.26
713, 0.28
714, 0.21
715, 0.26
716, 0.71
717, 0.72
718, 0.59
719, 0.49
720, 0.49
721, 0.21
722, 0.29
723, 0.25
724, 0.21
725, 0.25
726, 0.38
727, 0.29
728, 0.26
729, 0.20
730, 0.16
731, 0.59
732, 0.64
733, 0.16
734, 0.31
735, 0.49
736, 0.26
737, 0.29
738, 0.47
739, 0.62
740, 0.32
741, 0.21
742, 0.59
743, 0.49
744, 0.32
745, 0.31
746, 0.36
747, 0.26
748, 0.38
749, 0.25
750, 0.16
751, 0.49
752, 0.21
753, 0.35
754, 0.22
755, 0.20
756, 0.33
757, 0.80
758, 0.38
759, 0.16
760, 0.45
761, 0.21
762, 0.49
763, 0.59
764, 0.32
765, 0.29
766, 0.76
767, 0.08
768, 0.21
769, 0.21
770, 0.31
771, 0.34
772, 0.31
773, 0.22
774, 0.66
775, 0.20
776, 0.38
777, 0.29
778, 0.27
779, 0.26
780, 0.71
781, 0.39
782, 0.40
783, 0.17
784, 0.26
785, 0.28
786, 0.21
787, 0.33
788, 0.21
789, 0.29
790, 0.21
791, 0.47
792, 0.16
793, 0.59
794, 0.39
795, 0.31
796, 0.29
797, 0.31
798, 0.20
799, 0.28
800, 0.71
801, 0.29
802, 0.53
803, 0.31
804, 0.66
805, 0.34
806, 0.29
807, 0.45
808, 0.31
809, 0.38
810, 0.39
811, 0.80
812, 0.38
813, 0.39
814, 0.32
815, 0.29
816, 0.22
817, 0.21
818, 0.41
819, 0.21
820, 0.80
821, 0.16
822, 0.22
823, 0.16
824, 0.21
825, 0.16
826, 0.16
827, 0.35
828, 0.31
829, 0.26
830, 0.22
831, 0.26
832, 0.49
833, 0.38
834, 0.38
835, 0.47
836, 0.31
837, 0.25
838, 0.21
839, 0.16
840, 0.08
841, 0.31
842, 0.21
843, 0.21
844, 0.47
845, 0.72
846, 0.26
847, 0.36
848, 0.25
849, 0.21
850, 0.31
851, 0.29
852, 0.49
853, 0.59
854, 0.36
855, 0.39
856, 0.25
857, 0.20
858, 0.25
859, 0.25
860, 0.21
861, 0.59
862, 0.28
863, 0.31
864, 0.27
865, 0.35
866, 0.49
867, 0.26
868, 0.21
869, 0.21
870, 0.21
871, 0.16
872, 0.80
873, 0.62
874, 0.25
875, 0.41
876, 0.10
877, 0.45
878, 0.39
879, 0.21
880, 0.45
881, 0.44
882, 0.25
883, 0.09
884, 0.38
885, 0.80
886, 0.33
887, 0.16
888, 0.60
889, 0.43
890, 0.80
891, 0.21
892, 0.17
893, 0.16
894, 0.25
895, 0.60
896, 0.38
897, 0.26
898, 0.60
899, 0.59
900, 0.38
901, 0.29
902, 0.34
903, 0.66
904, 0.44
905, 0.26
906, 0.72
907, 0.71
908, 0.31
909, 0.29
910, 0.29
911, 0.25
912, 0.32
913, 0.31
914, 0.59
915, 0.21
916, 0.55
917, 0.25
918, 0.26
919, 0.35
920, 0.28
921, 0.29
922, 0.47
923, 0.29
924, 0.32
925, 0.16
926, 0.31
927, 0.49
928, 0.38
929, 0.21
930, 0.47
931, 0.16
932, 0.21
933, 0.47
934, 0.39
935, 0.38
936, 0.29
937, 0.38
938, 0.64
939, 0.25
940, 0.51
941, 0.33
942, 0.28
943, 0.22
944, 0.16
945, 0.29
946, 0.64
947, 0.66
948, 0.43
949, 0.16
950, 0.41
951, 0.47
952, 0.71
953, 0.47
954, 0.20
955, 0.80
956, 0.21
957, 0.59
958, 0.39
959, 0.29
960, 0.51
961, 0.27
962, 0.16
963, 0.29
964, 0.59
965, 0.29
966, 0.29
967, 0.33
968, 0.22
969, 0.26
970, 0.38
971, 0.28
972, 0.26
973, 0.33
974, 0.38
975, 0.29
976, 0.29
977, 0.57
978, 0.38
979, 0.59
980, 0.27
981, 0.21
982, 0.21
983, 0.58
984, 0.31
985, 0.22
986, 0.34
987, 0.25
988, 0.47
989, 0.29
990, 0.76
991, 0.21
992, 0.29
993, 0.66
994, 0.38
995, 0.16
996, 0.16
997, 0.21
998, 0.76
999, 0.22
1000, 0.29
1001, 0.22
1002, 0.58
1003, 0.46
1004, 0.20
1005, 0.49
1006, 0.16
1007, 0.27
1008, 0.45
1009, 0.21
1010, 0.39
1011, 0.26
1012, 0.16
1013, 0.08
1014, 0.29
1015, 0.59
1016, 0.21
1017, 0.29
1018, 0.61
1019, 0.71
1020, 0.36
1021, 0.38
1022, 0.64
1023, 0.21
1024, 0.62
1025, 0.16
1026, 0.60
1027, 0.71
1028, 0.29
1029, 0.26
1030, 0.71
1031, 0.59
1032, 0.38
1033, 0.16
1034, 0.22
1035, 0.21
1036, 0.38
1037, 0.31
1038, 0.28
1039, 0.22
1040, 0.45
1041, 0.59
1042, 0.38
1043, 0.29
1044, 0.64
1045, 0.17
1046, 0.36
1047, 0.29
1048, 0.26
1049, 0.27
1050, 0.21
1051, 0.09
1052, 0.21
1053, 0.16
1054, 0.21
1055, 0.20
1056, 0.51
1057, 0.29
1058, 0.34
1059, 0.26
1060, 0.57
1061, 0.26
1062, 0.72
1063, 0.22
1064, 0.10
1065, 0.21
1066, 0.49
1067, 0.21
1068, 0.47
1069, 0.72
1070, 0.29
1071, 0.38
1072, 0.21
1073, 0.58
1074, 0.49
1075, 0.32
1076, 0.21
1077, 0.34
1078, 0.49
1079, 0.71
1080, 0.16
1081, 0.71
1082, 0.59
1083, 0.34
1084, 0.47
1085, 0.29
1086, 0.27
1087, 0.16
1088, 0.38
1089, 0.59
1090, 0.22
1091, 0.34
1092, 0.66
1093, 0.59
1094, 0.29
1095, 0.49
1096, 0.31
1097, 0.21
1098, 0.34
1099, 0.16
1100, 0.21
1101, 0.22
1102, 0.31
1103, 0.29
1104, 0.75
1105, 0.39
1106, 0.16
1107, 0.44
1108, 0.38
1109, 0.40
1110, 0.39
1111, 0.71
1112, 0.16
1113, 0.38
1114, 0.28
1115, 0.38
1116, 0.28
1117, 0.29
1118, 0.38
1119, 0.32
1120, 0.08
1121, 0.59
1122, 0.16
1123, 0.32
1124, 0.27
1125, 0.59
1126, 0.49
1127, 0.32
1128, 0.71
1129, 0.80
1130, 0.33
1131, 0.43
1132, 0.27
1133, 0.22
1134, 0.26
1135, 0.21
1136, 0.49
1137, 0.22
1138, 0.59
1139, 0.31
1140, 0.21
1141, 0.21
1142, 0.50
1143, 0.32
1144, 0.45
1145, 0.71
1146, 0.22
1147, 0.29
1148, 0.51
1149, 0.25
1150, 0.71
1151, 0.21
1152, 0.25
1153, 0.39
1154, 0.34
1155, 0.22
1156, 0.80
1157, 0.29
1158, 0.28
1159, 0.40
1160, 0.39
1161, 0.38
1162, 0.22
1163, 0.25
1164, 0.26
1165, 0.29
1166, 0.62
1167, 0.16
1168, 0.27
1169, 0.47
1170, 0.26
1171, 0.31
1172, 0.16
1173, 0.29
1174, 0.27
1175, 0.36
1176, 0.33
1177, 0.17
1178, 0.34
1179, 0.27
1180, 0.16
1181, 0.38
1182, 0.21
1183, 0.25
1184, 0.16
1185, 0.49
1186, 0.72
1187, 0.34
1188, 0.29
1189, 0.38
1190, 0.21
1191, 0.29
1192, 0.29
1193, 0.29
1194, 0.08
1195, 0.59
1196, 0.32
1197, 0.41
1198, 0.12
1199, 0.26
1200, 0.38
1201, 0.49
1202, 0.31
1203, 0.29
1204, 0.22
1205, 0.29
1206, 0.38
1207, 0.59
1208, 0.28
1209, 0.59
1210, 0.29
1211, 0.25
1212, 0.27
1213, 0.38
1214, 0.38
1215, 0.31
1216, 0.29
1217, 0.29
1218, 0.27
1219, 0.29
1220, 0.39
1221, 0.16
1222, 0.39
1223, 0.29
1224, 0.25
1225, 0.38
1226, 0.27
1227, 0.22
1228, 0.32
1229, 0.51
1230, 0.58
1231, 0.27
1232, 0.32
1233, 0.38
1234, 0.12
1235, 0.27
1236, 0.26
1237, 0.71
1238, 0.31
1239, 0.33
1240, 0.41
1241, 0.29
1242, 0.25
1243, 0.25
1244, 0.21
1245, 0.46
1246, 0.26
1247, 0.31
1248, 0.17
1249, 0.29
1250, 0.25
1251, 0.26
1252, 0.59
1253, 0.49
1254, 0.21
1255, 0.27
1256, 0.21
1257, 0.59
1258, 0.21
1259, 0.26
1260, 0.09
1261, 0.32
1262, 0.29
1263, 0.57
1264, 0.22
1265, 0.29
1266, 0.32
1267, 0.29
1268, 0.16
1269, 0.22
1270, 0.75
1271, 0.45
1272, 0.38
1273, 0.45
1274, 0.38
1275, 0.34
1276, 0.21
1277, 0.34
1278, 0.38
1279, 0.33
1280, 0.27
1281, 0.21
1282, 0.31
1283, 0.40
1284, 0.49
1285, 0.26
1286, 0.27
1287, 0.80
1288, 0.61
1289, 0.20
1290, 0.57
1291, 0.42
1292, 0.26
1293, 0.16
1294, 0.36
1295, 0.51
1296, 0.58
1297, 0.16
1298, 0.28
1299, 0.25
1300, 0.45
1301, 0.72
1302, 0.40
1303, 0.29
1304, 0.26
1305, 0.27
1306, 0.26
1307, 0.16
1308, 0.28
1309, 0.26
1310, 0.25
1311, 0.31
1312, 0.25
1313, 0.27
1314, 0.31
1315, 0.40
1316, 0.39
1317, 0.21
1318, 0.36
1319, 0.27
1320, 0.29
1321, 0.16
1322, 0.12
1323, 0.45
1324, 0.60
1325, 0.38
1326, 0.39
1327, 0.36
1328, 0.47
1329, 0.29
1330, 0.80
1331, 0.71
1332, 0.36
1333, 0.20
1334, 0.21
1335, 0.22
1336, 0.22
1337, 0.49
1338, 0.31
1339, 0.29
1340, 0.16
1341, 0.16
1342, 0.38
1343, 0.55
1344, 0.22
1345, 0.51
1346, 0.22
1347, 0.62
1348, 0.38
1349, 0.17
1350, 0.21
1351, 0.46
1352, 0.71
1353, 0.39
1354, 0.71
1355, 0.45
1356, 0.40
1357, 0.21
1358, 0.27
1359, 0.29
1360, 0.21
1361, 0.28
1362, 0.29
1363, 0.22
1364, 0.09
1365, 0.26
1366, 0.27
1367, 0.16
1368, 0.28
1369, 0.39
1370, 0.40
1371, 0.71
1372, 0.31
1373, 0.57
1374, 0.26
1375, 0.41
1376, 0.49
1377, 0.26
1378, 0.45
1379, 0.29
1380, 0.31
1381, 0.22
1382, 0.59
1383, 0.16
1384, 0.21
1385, 0.27
1386, 0.22
1387, 0.21
1388, 0.31
1389, 0.29
1390, 0.29
1391, 0.38
1392, 0.27
1393, 0.39
1394, 0.27
1395, 0.45
1396, 0.61
1397, 0.27
1398, 0.16
1399, 0.55
1400, 0.35
1401, 0.21
1402, 0.44
1403, 0.33
1404, 0.38
1405, 0.38
1406, 0.42
1407, 0.38
1408, 0.21
1409, 0.29
1410, 0.29
1411, 0.07
1412, 0.22
1413, 0.29
1414, 0.16
1415, 0.21
1416, 0.21
1417, 0.29
1418, 0.53
1419, 0.71
1420, 0.26
1421, 0.34
1422, 0.80
1423, 0.16
1424, 0.26
1425, 0.27
1426, 0.31
1427, 0.59
1428, 0.16
1429, 0.32
1430, 0.40
1431, 0.39
1432, 0.29
1433, 0.31
1434, 0.40
1435, 0.80
1436, 0.51
1437, 0.29
1438, 0.34
1439, 0.42
1440, 0.21
1441, 0.61
1442, 0.49
1443, 0.21
1444, 0.38
1445, 0.21
1446, 0.38
1447, 0.29
1448, 0.32
1449, 0.26
1450, 0.27
1451, 0.39
1452, 0.26
1453, 0.21
1454, 0.31
1455, 0.26
1456, 0.40
1457, 0.59
1458, 0.21
1459, 0.27
1460, 0.21
1461, 0.25
1462, 0.49
1463, 0.26
1464, 0.26
1465, 0.29
1466, 0.26
1467, 0.21
1468, 0.21
1469, 0.09
1470, 0.38
1471, 0.29
1472, 0.21
1473, 0.16
1474, 0.31
1475, 0.21
1476, 0.34
1477, 0.21
1478, 0.22
1479, 0.26
1480, 0.61
1481, 0.22
1482, 0.21
1483, 0.45
1484, 0.39
1485, 0.27
1486, 0.21
1487, 0.49
1488, 0.16
1489, 0.49
1490, 0.29
1491, 0.66
1492, 0.29
1493, 0.36
1494, 0.49
1495, 0.21
1496, 0.27
1497, 0.21
1498, 0.25
1499, 0.21
1500, 0.71
1501, 0.66
1502, 0.29
1503, 0.66
1504, 0.38
1505, 0.38
1506, 0.21
1507, 0.16
1508, 0.47
1509, 0.51
1510, 0.64
1511, 0.31
1512, 0.43
1513, 0.38
1514, 0.16
1515, 0.28
1516, 0.26
1517, 0.20
1518, 0.08
1519, 0.33
1520, 0.38
1521, 0.21
1522, 0.40
1523, 0.34
1524, 0.21
1525, 0.29
1526, 0.29
1527, 0.26
1528, 0.16
1529, 0.64
1530, 0.39
1531, 0.43
1532, 0.45
1533, 0.27
1534, 0.29
1535, 0.38
1536, 0.49
1537, 0.32
1538, 0.29
1539, 0.29
1540, 0.20
1541, 0.21
1542, 0.16
1543, 0.25
1544, 0.59
1545, 0.09
1546, 0.29
1547, 0.26
1548, 0.26
1549, 0.21
1550, 0.21
1551, 0.31
1552, 0.35
1553, 0.26
1554, 0.26
1555, 0.22
1556, 0.34
1557, 0.29
1558, 0.21
1559, 0.47
1560, 0.49
1561, 0.21
1562, 0.16
1563, 0.27
1564, 0.21
1565, 0.33
1566, 0.29
1567, 0.08
1568, 0.26
1569, 0.54
1570, 0.21
1571, 0.09
1572, 0.21
1573, 0.21
1574, 0.59
1575, 0.25
1576, 0.16
1577, 0.29
1578, 0.31
1579, 0.16
1580, 0.28
1581, 0.31
1582, 0.22
1583, 0.45
1584, 0.29
1585, 0.75
1586, 0.22
1587, 0.16
1588, 0.39
1589, 0.72
1590, 0.49
1591, 0.21
1592, 0.20
1593, 0.33
1594, 0.02
1595, 0.27
1596, 0.80
1597, 0.21
1598, 0.25
1599, 0.59
1600, 0.26
1601, 0.59
1602, 0.33
1603, 0.49
1604, 0.29
1605, 0.21
1606, 0.38
1607, 0.36
1608, 0.16
1609, 0.21
1610, 0.59
1611, 0.39
1612, 0.31
1613, 0.38
1614, 0.44
1615, 0.31
1616, 0.71
1617, 0.35
1618, 0.21
1619, 0.25
1620, 0.31
1621, 0.80
1622, 0.27
1623, 0.22
1624, 0.35
1625, 0.34
1626, 0.29
1627, 0.21
1628, 0.21
1629, 0.38
1630, 0.33
1631, 0.32
1632, 0.29
1633, 0.41
1634, 0.26
1635, 0.44
1636, 0.32
1637, 0.59
1638, 0.26
1639, 0.29
1640, 0.27
1641, 0.57
1642, 0.26
1643, 0.21
1644, 0.41
1645, 0.72
1646, 0.66
1647, 0.46
1648, 0.58
1649, 0.57
1650, 0.29
1651, 0.16
1652, 0.26
1653, 0.72
1654, 0.72
1655, 0.59
1656, 0.16
1657, 0.59
1658, 0.25
1659, 0.35
1660, 0.08
1661, 0.16
1662, 0.44
1663, 0.22
1664, 0.39
1665, 0.16
1666, 0.16
1667, 0.32
1668, 0.59
1669, 0.46
1670, 0.25
1671, 0.29
1672, 0.38
1673, 0.75
1674, 0.32
1675, 0.38
1676, 0.16
1677, 0.47
1678, 0.59
1679, 0.39
1680, 0.26
1681, 0.23
1682, 0.45
1683, 0.33
1684, 0.21
1685, 0.80
1686, 0.80
1687, 0.41
1688, 0.49
1689, 0.16
1690, 0.40
1691, 0.31
1692, 0.59
1693, 0.53
1694, 0.29
1695, 0.21
1696, 0.45
1697, 0.27
1698, 0.21
1699, 0.16
1700, 0.29
1701, 0.39
1702, 0.47
1703, 0.35
1704, 0.16
1705, 0.59
1706, 0.71
1707, 0.38
1708, 0.31
1709, 0.27
1710, 0.45
1711, 0.80
1712, 0.38
1713, 0.21
1714, 0.34
1715, 0.59
1716, 0.59
1717, 0.26
1718, 0.42
1719, 0.47
1720, 0.33
1721, 0.26
1722, 0.31
1723, 0.31
1724, 0.40
1725, 0.49
1726, 0.31
1727, 0.55
1728, 0.16
1729, 0.71
1730, 0.59
1731, 0.29
1732, 0.33
1733, 0.26
1734, 0.59
1735, 0.38
1736, 0.43
1737, 0.21
1738, 0.38
1739, 0.45
1740, 0.49
1741, 0.36
1742, 0.29
1743, 0.38
1744, 0.38
1745, 0.34
1746, 0.26
1747, 0.29
1748, 0.38
1749, 0.59
1750, 0.22
1751, 0.26
1752, 0.51
1753, 0.28
1754, 0.34
1755, 0.29
1756, 0.38
1757, 0.21
1758, 0.25
1759, 0.21
1760, 0.16
1761, 0.27
1762, 0.21
1763, 0.29
1764, 0.29
1765, 0.31
1766, 0.71
1767, 0.21
1768, 0.25
1769, 0.25
1770, 0.28
1771, 0.59
1772, 0.40
1773, 0.22
1774, 0.50
1775, 0.31
1776, 0.38
1777, 0.33
1778, 0.29
1779, 0.22
1780, 0.59
1781, 0.29
1782, 0.31
1783, 0.35
1784, 0.21
1785, 0.26
1786, 0.08
1787, 0.22
1788, 0.29
1789, 0.32
1790, 0.16
1791, 0.26
1792, 0.32
1793, 0.25
1794, 0.21
1795, 0.16
1796, 0.29
1797, 0.41
1798, 0.16
1799, 0.29
1800, 0.34
1801, 0.21
1802, 0.39
1803, 0.71
1804, 0.21
1805, 0.33
1806, 0.29
1807, 0.16
1808, 0.47
1809, 0.49
1810, 0.27
1811, 0.28
1812, 0.38
1813, 0.16
1814, 0.34
1815, 0.16
1816, 0.33
1817, 0.20
1818, 0.31
1819, 0.22
1820, 0.59
1821, 0.49
1822, 0.34
1823, 0.21
1824, 0.80
1825, 0.26
1826, 0.22
1827, 0.60
1828, 0.22
1829, 0.16
1830, 0.21
1831, 0.36
1832, 0.22
1833, 0.25
1834, 0.26
1835, 0.21
1836, 0.22
1837, 0.44
1838, 0.45
1839, 0.66
1840, 0.26
1841, 0.66
1842, 0.38
1843, 0.28
1844, 0.31
1845, 0.47
1846, 0.72
1847, 0.29
1848, 0.38
1849, 0.21
1850, 0.49
1851, 0.34
1852, 0.23
1853, 0.26
1854, 0.39
1855, 0.60
1856, 0.36
1857, 0.26
1858, 0.44
1859, 0.38
1860, 0.21
1861, 0.21
1862, 0.34
1863, 0.59
1864, 0.21
1865, 0.27
1866, 0.25
1867, 0.25
1868, 0.49
1869, 0.23
1870, 0.16
1871, 0.55
1872, 0.27
